ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description,species_id
Amazon and Guianas,Telmatobius rubigo,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,Wikimedia Commons,"Telmatobius rubigo, the Laguna de los Pozuelos' rusted frog, is a species of frog in the family Telmatobiidae.",8a26a2e5-ce87-4b89-ab65-238633c47d74
Amazon and Guianas,Aromobates tokuko,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d2/Allobates_femoralis.jpg,Wikimedia Commons,"Aromobates tokuko, or Perija's nurse frog, is a frog.",3cc8f5d3-3df3-438d-9124-5f03322a296c
Amazon and Guianas,Pristimantis yustizi,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis yustizi is a species of frogs in the family Strabomantidae.,46c42bbf-0127-4cc7-bec1-df44bf42e6ab
Amazon and Guianas,Pristimantis celator,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis celator is a species of frog in the family Strabomantidae.,ea74c892-f47f-4f9d-bb81-5bfde9de9c85
Amazon and Guianas,Pristimantis appendiculatus,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/0/0d/Pristimantis_appendiculatus.jpg,Wikimedia Commons,"Pristimantis appendiculatus, the Pinocchio rainfrog, is a species of frog in the family Strabomantidae. It is found on the Pacific slopes of the Andes in Ecuador and extreme southern Colombia.",308092c7-9582-4a04-ab00-006c502bf739
Amazon and Guianas,Oreophrynella macconnelli,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/9/9d/Oreophrynella_macconnelli_distribution.png,Wikimedia Commons,"Oreophrynella macconnelli is a species of toad in the family Bufonidae. It is found in Guyana, Venezuela, and possibly Brazil.
Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests. Incapable of leaping and able to crawl slowly, it can evade predators such as snakes by falling through the tree canopy to safety, its small size protecting it from injury.",7dc6abd5-055a-4c9c-ae9b-89efa21f9c65
Amazon and Guianas,Telmatobius huayra,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/9/9e/White-Lipped-small.jpg,Wikimedia Commons,Telmatobius huayra is a species of frog in the family Telmatobiidae.,c539e86b-01f0-4273-934e-f1139b2bcc95
Amazon and Guianas,Pristimantis charlottevillensis,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis charlottevillensis is a species of frog in the family Strabomantidae.,3fbcefe9-9576-4448-93a3-e5cd7531b7f3
Amazon and Guianas,Pristimantis nigrogriseus,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis nigrogriseus is a species of frog in the family Strabomantidae.,f93ad06d-c5c0-40be-8cb5-51333a02f122
Amazon and Guianas,Oreophrynella huberi,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Oreophrynella huberi is a species of toad in the family Bufonidae.,7bba07a9-88a7-49bd-b0d9-24c578694396
Amazon and Guianas,Hyloscirtus antioquia,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e4/Hyla_arborea.black-white-illustration_color.png,Wikimedia Commons,Hyloscirtus antioquia is a species of frogs in the family Hylidae.,84df6faf-ff64-4fd4-ac67-75b7d7442f41
Amazon and Guianas,Ceuthomantis aracamuni,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg,Wikimedia Commons,"Ceuthomantis aracamuni, also known as the Cerro Aracamuni emerald-barred frog, is a species of frog in the family Ceuthomantidae.",7377a2e5-0991-4d79-9219-7bfb46c14a8f
Amazon and Guianas,Ceuthomantis aracamuni,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg,Wikimedia Commons,"Ceuthomantis aracamuni, also known as the Cerro Aracamuni emerald-barred frog, is a species of frog in the family Ceuthomantidae.",3a027b04-1366-49a0-98a5-a189f9705f77
Amazon and Guianas,Oreophrynella cryptica,species of toad in the family Bufonidae,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Oreophrynella cryptica is a species of toad in the family Bufonidae.,9acfd3d5-2237-45bb-b247-21e2ff23dff1
Amazon and Guianas,Mannophryne urticans,species of frog in the family Aromobatidae,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d2/Allobates_femoralis.jpg,Wikimedia Commons,"Mannophryne urticans, the urticant collared frog, is a species of frog in the family Aromobatidae.",b81a8e7a-f27b-4da2-a744-a10de598bc18
Amazon and Guianas,Oophaga sylvatica,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/d/da/Dendrobates_sylvaticus_PLoS.jpg,Wikimedia Commons,"Oophaga sylvatica, it is sometimes known Kiki Poison Dart Frog or little devil frog, it is also sometimes known as its Spanish name diablito, is a species of frog in the family Dendrobatidae found in Southwestern Colombia and Northwestern Ecuador. Its natural habitat is lowland and submontane rainforest; it can, however, survive in moderately degraded areas, at least in the more humid parts of its range. It is a very common frog in Colombia, but has disappeared from much of its Ecuadorian range. It is threatened by habitat loss (deforestation) and agricultural pollution and sometimes seen in the international pet trade.",faf5af46-8cc9-41bc-9bfc-67c07185ca2b
Amazon and Guianas,Serranobatrachus sanctaemartae,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/c6/Pristimantis_sanctaemartae_%2812955937145%29.jpg,Wikimedia Commons,"Serranobatrachus sanctaemartae is a species of frog in the family Strabomantidae. It is endemic to the Sierra Nevada de Santa Marta, northern Colombia. Its natural habitats are tropical moist montane forests and rivers. It is threatened by habitat loss.",7ce7b5da-1004-4d04-b0b0-c876647639a2
Amazon and Guianas,Anomaloglossus rufulus,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/a/a4/Anomaloglossus_rufulus.jpg,Wikimedia Commons,Anomaloglossus rufulus is a species of frog in the family Aromobatidae. It is endemic to Venezuela where it is known from a few tepuis in the Chimantá Massif in the Bolívar state.,56a30b61-748f-4350-83f5-c1feb4aed80b
Amazon and Guianas,Stefania schuberti,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/17/Hemiphractus_fasciatus_panamajuly2011.jpg,Wikimedia Commons,Stefania schuberti is a species of frog in the family Hemiphractidae.,a377ec25-cdd7-4a88-9b8d-3254e78fc254
Amazon and Guianas,Pristimantis attenboroughi,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c7/Pristimantis_attenboroughi%28Lehr%29.jpg,Wikimedia Commons,"Pristimantis attenboroughi, also known as Attenborough's rubber frog, is a species of frog in the family Strabomantidae. It is endemic to the Peruvian Andes and has been recorded in and near the Pui–Pui Protection Forest. It is the first amphibian named after David Attenborough. It was discovered by Edgar Lehr and Rudolf von May during a period of two years of studying the forests of Peru. The species description was based on 34 specimens caught at elevations of 3,400–3,936 m (11,155–12,913 ft) above sea level.",6a9faf79-a15e-444e-85c1-829d46b330fc
Amazon and Guianas,Pristimantis baiotis,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis baiotis is a species of frog in the family Strabomantidae.,a5b48125-5d52-4889-9fdf-4e077141001f
Amazon and Guianas,Pristimantis baiotis,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis baiotis is a species of frog in the family Strabomantidae.,12df3d59-4a54-46ca-b987-f04db4facbbb
Amazon and Guianas,Pristimantis pirrensis,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis pirrensis is a species of frog in the family Strabomantidae.,2dc52c2a-cd54-4eb4-9614-fe81e9c6bacd
Amazon and Guianas,Pristimantis cantitans,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg,Wikimedia Commons,Pristimantis cantitans is a species of frog in the family Strabomantidae.,92a364ba-62a5-4717-9f56-aeb9323db56c
Amazon and Guianas,Myersiohyla chamaeleo,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e4/Hyla_arborea.black-white-illustration_color.png,Wikimedia Commons,"Myersiohyla chamaeleo is a frog in the family Hylidae, endemic to Amazonas, Venezuela.",eeec6621-095c-4c0c-8d82-39be988b047d
Amazon and Guianas,Myersiohyla chamaeleo,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e4/Hyla_arborea.black-white-illustration_color.png,Wikimedia Commons,"Myersiohyla chamaeleo is a frog in the family Hylidae, endemic to Amazonas, Venezuela.",d456aebb-447f-48e7-af9d-a0df710a7572
Amazon and Guianas,Myersiohyla chamaeleo,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e4/Hyla_arborea.black-white-illustration_color.png,Wikimedia Commons,"Myersiohyla chamaeleo is a frog in the family Hylidae, endemic to Amazonas, Venezuela.",2dcc0167-e610-487f-b9d5-f8a5431e7a90
Amazon and Guianas,Pristimantis orpacobates,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis orpacobates is a species of frog in the family Strabomantidae.,b356b384-192a-4020-92e6-d3544fa227a2
Amazon and Guianas,Pristimantis orpacobates,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis orpacobates is a species of frog in the family Strabomantidae.,e68ddce4-a6ae-4e32-ae6c-88993a3c0b29
Amazon and Guianas,Pristimantis muscosus,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/29/Pristimantis_muscosus.jpg,Wikimedia Commons,Pristimantis muscosus is a species of frog in the family Strabomantidae. It is only found on the Cordillera del Condor of southern Ecuador and northern Peru.,d79cbffe-45e5-474f-89c2-748297956824
Amazon and Guianas,Pristimantis muscosus,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/29/Pristimantis_muscosus.jpg,Wikimedia Commons,Pristimantis muscosus is a species of frog in the family Strabomantidae. It is only found on the Cordillera del Condor of southern Ecuador and northern Peru.,9641e033-796e-41f1-8a17-722b2c5bc22e
Amazon and Guianas,Pristimantis muscosus,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/29/Pristimantis_muscosus.jpg,Wikimedia Commons,Pristimantis muscosus is a species of frog in the family Strabomantidae. It is only found on the Cordillera del Condor of southern Ecuador and northern Peru.,3c8c97fe-fcb3-404b-9abe-47920148b13f
Amazon and Guianas,Stefania goini,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/17/Hemiphractus_fasciatus_panamajuly2011.jpg,Wikimedia Commons,Stefania goini (Vegas Falls treefrog; Spanish: rana stefania del Duida) is a species of frog in the family Hemiphractidae.,ac808aa1-6cd4-40ab-9954-7f2221d50724
Amazon and Guianas,Stefania goini,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/17/Hemiphractus_fasciatus_panamajuly2011.jpg,Wikimedia Commons,Stefania goini (Vegas Falls treefrog; Spanish: rana stefania del Duida) is a species of frog in the family Hemiphractidae.,0a6bbd73-335e-4e4a-83c6-11bda97cb4b9
Amazon and Guianas,Hamptophryne boliviana,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Hamptophryne_boliviana.jpg,Wikimedia Commons,"Hamptophryne boliviana, also known as the Bolivian bleating frog or Amazon sheep frog, is a species of frogs in the family Microhylidae. It is found in the northern and western sides of the Amazon basin in Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, and Venezuela. Genetic analysis suggests hidden diversity within the nominal species.",2335a71c-0b1d-494b-b507-d631e5952048
Amazon and Guianas,Pristimantis lirellus,,AMPHIBIA,LC,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis lirellus is a species of frog in the family Strabomantidae.,321e029b-1e44-41d5-b28c-ef2e3b220052
Amazon and Guianas,Oreobates madidi,,AMPHIBIA,LC,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Oreobates madidi is a species of frog in the family Strabomantidae.,45f45d5d-2706-4f0c-9a1a-ea88a074cf31
Amazon and Guianas,Pleurodema borellii,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/3f/Eleutherodactylus_guttilatus.jpg,Wikimedia Commons,Pleurodema borellii (common name: rufous four-eyed frog) is a species of frog in the family Leptodactylidae.,6a553c76-3eef-4812-aad4-e43e7bbef4cd
Amazon and Guianas,Pristimantis lynchi,,AMPHIBIA,LC,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Pristimantis lynchi is a species of frog in the family Strabomantidae.,83c24902-86d2-459e-aa52-d22bdc3b80d5
Amazon and Guianas,Allobates sumtuosus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/a/a8/Allobates_sumtuosus.jpg,Wikimedia Commons,"Allobates sumtuosus is a species of frog in the family Aromobatidae. It is known to occur in northern Brazil, Loreto Region in eastern Peru, central Guyana, and southern Suriname; it may occur more widely in the intervening areas and also extend into Colombia. It might represent a species complex.",8d43129c-39b1-47f9-8d37-b5e3e123562a
Amazon and Guianas,Atelopus barbotini,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/24/Atelopus_barbotini_3.PNG,Wikimedia Commons,"Atelopus barbotini, popularly known as the purple fluorescent frog or more accurately the purple harlequin toad, is a species of toad in the family Bufonidae.",958d63cb-7932-4291-9df2-f31e0c72b6e7
Amazon and Guianas,Dendropsophus luddeckei,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/1e/Dendropsophus_luddeckei_cropped.jpg,Wikimedia Commons,Dendropsophus luddeckei is a frog in the family Hylidae. It is endemic to Colombia. Scientists have seen it between 2000 and 4100 meters above sea level.,9d8c074f-36a5-4d51-8a77-7c6034a27ad3
Amazon and Guianas,Oreobates madidi,,AMPHIBIA,LC,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/c4/Strabomantis_bufoniformis_studio.jpg,Wikimedia Commons,Oreobates madidi is a species of frog in the family Strabomantidae.,a3087452-ce0a-4080-b1af-fe077b6e9e8a
Amazon and Guianas,Leptodactylus latinasus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/0a/Leptodactylus_latinasus02.jpg,Wikimedia Commons,"Leptodactylus latinasus is a species of frog in the family Leptodactylidae.
It is found in the Gran Chaco of northern Argentina, Bolivia, and Paraguay and east and south to southern Brazil and Uruguay.
Its natural habitats are subtropical or tropical grasslands near waterbodies. It tolerates anthropogenic disturbance well. It breeds in underground chambers. This abundant and adaptable species is not facing any important threats.",a4757638-c0cb-4d37-b01e-fea0210a1687
Amazon and Guianas,Elachistocleis piauiensis,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/cf/Elachistocleis_piauiensis_imported_from_iNaturalist_photo_9787288_on_17_April_2022.jpg,Wikimedia Commons,"Elachistocleis piauiensis is a species of frog in the family Microhylidae.
It is endemic to Brazil.
Its natural habitats are dry savanna, moist savanna, subtropical or tropical dry shrubland, subtropical or tropical dry lowland grassland, intermittent freshwater marshes, arable land, pastureland, rural gardens, and ponds.
It is threatened by habitat loss.",b2457967-98a8-4dd6-b031-a5b3c28367c0
Amazon and Guianas,Caecilia orientalis,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/a/a4/Syphonops_annulatus.jpg,Wikimedia Commons,Caecilia orientalis is a species of caecilian in the family Caeciliidae.,c07333f2-4c3a-42b8-b204-9cde9365e501
Amazon and Guianas,Pristimantis leptolophus,,AMPHIBIA,LC,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/a/ab/Pristimantis_leptolophus.jpg,Wikimedia Commons,"Pristimantis leptolophus is a species of frog in the family Strabomantidae. It is endemic to Colombia and known from the páramos of the Colombian Massif and Cordillera Central in the departments of Cauca and Huila. The specific name leptolophus is derived from Greek leptos (""thin"") and lophos (""crest"") and refers to the low dorsolateral folds of this frog. Common name volcano robber frog has been coined for it.",c62783cd-40dd-4019-af16-af070e265eca
